Logging for microserv1       start 
03/16/2024, 16:19:02 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:03 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:19:03 INFO:   Got signal to peek load
03/16/2024, 16:19:04 INFO:   Got signal to peek load
03/16/2024, 16:19:04 INFO:   Got signal to peek load
03/16/2024, 16:19:04 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:19:05 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:05 WARNING:   user xxx logged in
03/16/2024, 16:19:06 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:19:07 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:08 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:19:08 WARNING:   Device working in turbo mode
03/16/2024, 16:19:09 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:09 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:19:09 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:10 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:19:10 INFO:   Function called twice with mno bit
03/16/2024, 16:19:12 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:12 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:19:13 WARNING:   Device working in turbo mode
03/16/2024, 16:19:13 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:14 WARNING:   Got signal to peek load
03/16/2024, 16:19:14 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:15 DEBUG:   user xxx logged in
03/16/2024, 16:19:15 DEBUG:   user xxx logged in
03/16/2024, 16:19:16 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:19:16 DEBUG:   Function called twice with mno bit
03/16/2024, 16:19:16 DEBUG:   user xxx logged in
03/16/2024, 16:19:17 DEBUG:   Device working in turbo mode
03/16/2024, 16:19:18 DEBUG:   Device working in turbo mode
03/16/2024, 16:19:19 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:19:20 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:21 INFO:   user xxx logged in
03/16/2024, 16:19:21 INFO:   Function called twice with mno bit
03/16/2024, 16:19:21 INFO:   Device working in turbo mode
03/16/2024, 16:19:21 INFO:   user xxx logged in
03/16/2024, 16:19:22 INFO:   Device working in turbo mode
03/16/2024, 16:19:23 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:23 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:19:23 INFO:   user xxx logged in
03/16/2024, 16:19:24 INFO:   Function called twice with mno bit
03/16/2024, 16:19:25 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:19:25 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:25 INFO:   Function called twice with mno bit
03/16/2024, 16:19:26 INFO:   Function called twice with mno bit
03/16/2024, 16:19:28 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:19:28 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:19:29 WARNING:   Device working in turbo mode
03/16/2024, 16:19:29 WARNING:   user xxx logged in
03/16/2024, 16:19:30 WARNING:   Got signal to peek load
03/16/2024, 16:19:30 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:31 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:19:31 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:32 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:32 WARNING:   Got signal to peek load
03/16/2024, 16:19:32 WARNING:   Device working in turbo mode
03/16/2024, 16:19:33 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:34 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:34 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:35 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:19:35 WARNING:   Device working in turbo mode
03/16/2024, 16:19:35 WARNING:   Device working in turbo mode
03/16/2024, 16:19:36 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:37 INFO:   Function called twice with mno bit
03/16/2024, 16:19:37 INFO:   user xxx logged in
03/16/2024, 16:19:37 INFO:   user xxx logged in
03/16/2024, 16:19:37 INFO:   user xxx logged in
03/16/2024, 16:19:38 INFO:   Function called twice with mno bit
03/16/2024, 16:19:39 INFO:   user xxx logged in
03/16/2024, 16:19:39 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:40 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:40 INFO:   Device working in turbo mode
03/16/2024, 16:19:40 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:41 INFO:   user xxx logged in
03/16/2024, 16:19:42 INFO:   user xxx logged in
03/16/2024, 16:19:42 INFO:   user xxx logged in
03/16/2024, 16:19:42 INFO:   Got signal to peek load
03/16/2024, 16:19:43 INFO:   user xxx logged in
03/16/2024, 16:19:44 INFO:   Function called twice with mno bit
03/16/2024, 16:19:45 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:45 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:47 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:47 WARNING:   user xxx logged in
03/16/2024, 16:19:48 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:49 WARNING:   Function called twice with mno bit
03/16/2024, 16:19:49 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:19:49 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:50 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:51 WARNING:   user xxx logged in
03/16/2024, 16:19:51 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:52 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:19:53 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:19:53 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:19:54 DEBUG:   Function called twice with mno bit
03/16/2024, 16:19:55 DEBUG:   Function called twice with mno bit
03/16/2024, 16:19:56 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:19:57 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:19:57 ERROR:   wrong memory location access corruption, reboot issued
03/16/2024, 16:19:57 ERROR:   function divide by 0 abort call issued
03/16/2024, 16:19:58 DEBUG:   Got signal to peek load
03/16/2024, 16:19:59 DEBUG:   Device working in turbo mode
03/16/2024, 16:20:00 DEBUG:   Got signal to peek load
03/16/2024, 16:20:00 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:01 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:02 DEBUG:   Got signal to peek load
03/16/2024, 16:20:02 DEBUG:   Device working in turbo mode
03/16/2024, 16:20:03 DEBUG:   Function called twice with mno bit
03/16/2024, 16:20:03 WARNING:   Got signal to peek load
03/16/2024, 16:20:04 WARNING:   Device working in turbo mode
03/16/2024, 16:20:04 WARNING:   user xxx logged in
03/16/2024, 16:20:06 INFO:   Function called twice with mno bit
03/16/2024, 16:20:06 INFO:   Got signal to peek load
03/16/2024, 16:20:07 INFO:   user xxx logged in
03/16/2024, 16:20:07 INFO:   Got signal to peek load
03/16/2024, 16:20:08 INFO:   user xxx logged in
03/16/2024, 16:20:09 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:09 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:10 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:11 DEBUG:   Got signal to peek load
03/16/2024, 16:20:11 DEBUG:   user xxx logged in
03/16/2024, 16:20:12 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:12 DEBUG:   Function called twice with mno bit
03/16/2024, 16:20:13 DEBUG:   Got signal to peek load
03/16/2024, 16:20:13 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:14 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:14 INFO:   Got signal to peek load
03/16/2024, 16:20:15 INFO:   Device working in turbo mode
03/16/2024, 16:20:15 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:20:16 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:20:17 INFO:   Function called twice with mno bit
03/16/2024, 16:20:18 INFO:   Function called twice with mno bit
03/16/2024, 16:20:19 DEBUG:   Got signal to peek load
03/16/2024, 16:20:19 DEBUG:   Function called twice with mno bit
03/16/2024, 16:20:20 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:20 DEBUG:   user xxx logged in
03/16/2024, 16:20:21 DEBUG:   user xxx logged in
03/16/2024, 16:20:22 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:22 DEBUG:   Device working in turbo mode
03/16/2024, 16:20:23 DEBUG:   Device working in turbo mode
03/16/2024, 16:20:23 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:24 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:24 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:20:25 INFO:   Device working in turbo mode
03/16/2024, 16:20:26 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:20:26 INFO:   Function called twice with mno bit
03/16/2024, 16:20:27 INFO:   Device working in turbo mode
03/16/2024, 16:20:28 WARNING:   Function called twice with mno bit
03/16/2024, 16:20:28 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:20:28 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:20:29 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:20:29 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:20:30 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:31 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:32 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:32 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:33 DEBUG:   user xxx logged in
03/16/2024, 16:20:34 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:35 INFO:   Function called twice with mno bit
03/16/2024, 16:20:35 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:36 INFO:   Function called twice with mno bit
03/16/2024, 16:20:36 INFO:   user xxx logged in
03/16/2024, 16:20:37 INFO:   Device working in turbo mode
03/16/2024, 16:20:37 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:20:38 INFO:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:38 INFO:   Memory allocated for jobs in queue
03/16/2024, 16:20:39 INFO:   Device working in turbo mode
03/16/2024, 16:20:41 WARNING:   Got signal to peek load
03/16/2024, 16:20:41 WARNING:   user xxx logged in
03/16/2024, 16:20:41 WARNING:   Function called twice with mno bit
03/16/2024, 16:20:42 DEBUG:   Function called twice with mno bit
03/16/2024, 16:20:42 DEBUG:   user xxx logged in
03/16/2024, 16:20:42 DEBUG:   user xxx logged in
03/16/2024, 16:20:43 DEBUG:   Device working in turbo mode
03/16/2024, 16:20:43 DEBUG:   Function called twice with mno bit
03/16/2024, 16:20:44 DEBUG:   Function called twice with mno bit
03/16/2024, 16:20:45 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:20:45 WARNING:   Function called twice with mno bit
03/16/2024, 16:20:46 WARNING:   user xxx logged in
03/16/2024, 16:20:46 WARNING:   Device working in turbo mode
03/16/2024, 16:20:46 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:47 DEBUG:   Got signal to peek load
03/16/2024, 16:20:47 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:47 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:48 DEBUG:   Function called twice with mno bit
03/16/2024, 16:20:49 DEBUG:   Device working in turbo mode
03/16/2024, 16:20:49 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:20:50 DEBUG:   user xxx logged in
03/16/2024, 16:20:50 DEBUG:   Function called twice with mno bit
03/16/2024, 16:20:51 DEBUG:   Got signal to peek load
03/16/2024, 16:20:52 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:52 WARNING:   Got signal to peek load
03/16/2024, 16:20:53 WARNING:   Function called twice with mno bit
03/16/2024, 16:20:53 WARNING:   user xxx logged in
03/16/2024, 16:20:54 WARNING:   Device working in turbo mode
03/16/2024, 16:20:55 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:20:55 WARNING:   user xxx logged in
03/16/2024, 16:20:57 WARNING:   user xxx logged in
03/16/2024, 16:20:57 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:20:58 WARNING:   Got signal to peek load
03/16/2024, 16:20:59 WARNING:   user xxx logged in
03/16/2024, 16:20:59 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:20:59 WARNING:   user xxx logged in
03/16/2024, 16:21:00 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:21:02 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:21:02 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:21:03 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:21:03 WARNING:   Device working in turbo mode
03/16/2024, 16:21:04 WARNING:   Device working in turbo mode
03/16/2024, 16:21:05 WARNING:   Got signal to peek load
03/16/2024, 16:21:05 WARNING:   Device working in turbo mode
03/16/2024, 16:21:06 WARNING:   Got signal to peek load
03/16/2024, 16:21:06 FATAL:   kernel fault detected in core
03/16/2024, 16:21:07 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:21:07 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:21:07 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:21:08 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:21:08 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:21:10 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:21:10 WARNING:   Function called twice with mno bit
03/16/2024, 16:21:10 WARNING:   Got signal to peek load
03/16/2024, 16:21:11 WARNING:   user xxx logged in
03/16/2024, 16:21:12 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:21:12 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:21:13 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:21:13 WARNING:   Memory allocated for jobs in queue
03/16/2024, 16:21:14 WARNING:   user xxx logged in
03/16/2024, 16:21:14 WARNING:   Function called twice with mno bit
03/16/2024, 16:21:15 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:21:15 WARNING:   Service in healthy stage and can allocate more memory
03/16/2024, 16:21:16 DEBUG:   Device working in turbo mode
03/16/2024, 16:21:17 DEBUG:   Function called twice with mno bit
03/16/2024, 16:21:18 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:21:19 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:21:20 DEBUG:   Got signal to peek load
03/16/2024, 16:21:20 DEBUG:   Got signal to peek load
03/16/2024, 16:21:20 DEBUG:   Got signal to peek load
03/16/2024, 16:21:21 DEBUG:   user xxx logged in
03/16/2024, 16:21:22 DEBUG:   Device working in turbo mode
03/16/2024, 16:21:22 DEBUG:   Got signal to peek load
03/16/2024, 16:21:23 DEBUG:   user xxx logged in
03/16/2024, 16:21:24 DEBUG:   Got signal to peek load
03/16/2024, 16:21:25 DEBUG:   Function called twice with mno bit
03/16/2024, 16:21:25 DEBUG:   Got signal to peek load
03/16/2024, 16:21:26 DEBUG:   Got signal to peek load
03/16/2024, 16:21:27 DEBUG:   Got signal to peek load
03/16/2024, 16:21:27 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:21:28 DEBUG:   user xxx logged in
03/16/2024, 16:21:29 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:21:29 DEBUG:   Memory allocated for jobs in queue
03/16/2024, 16:21:30 DEBUG:   Service in healthy stage and can allocate more memory
03/16/2024, 16:21:31 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:21:32 FATAL:   kernel fault detected in core
03/16/2024, 16:21:32 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:21:33 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:21:33 FATAL:   Interrupt overflow, out of stack space
03/16/2024, 16:21:33 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:21:34 FATAL:   wrong memory location access corruption, reboot issued
03/16/2024, 16:21:34 FATAL:   function divide by 0 abort call issued
03/16/2024, 16:21:36 ERROR:   Interrupt overflow, out of stack space
03/16/2024, 16:21:36 ERROR:   kernel fault detected in core
